wageTax,profitTax,inflationRate,birthRate,minimumWage,unemploymentBenefitRate,universalBasicIncome,wealthTaxThreshold,wealthTaxRate,gdp,unemployment_rate,mean_happiness,mean_health,mean_wage,median_wage,gini_coefficient,government_debt,government_balance,total_household_wealth,num_active_firms
0.35922604395144403,0.27867334587229753,0.08125656083203546,0.03446052639418813,58.0239898508591,0.3800487552967265,150.47772059601928,20009.656980828586,0.1919487545469298,107233.016337085,0.6,0.0472003119221357,0.6845674650105882,93.07031387537444,79.04807357611855,0.947462395940585,0.0,195754.10401275224,24471825.429609235,65
0.12854961406210444,0.1875550423709209,0.17762929400446056,0.04907122697598387,72.52013052574397,0.08311317160234533,407.54552255643046,21216.506908724485,0.06397447309755833,107684.02722008328,0.8999999999999999,0.0669599777993694,0.6761782974960148,79.54999049808524,76.61802984930993,0.947774713427614,0.0,34225.07037836261,24046916.178495586,66
0.20117236882800743,0.6456420027210535,9.676490396585047e-05,0.05312909480637404,9.424981335852866,0.8062137577573556,390.44323300585245,255789.25406630506,0.13461331159850917,111087.17319471498,0.8999999999999999,0.025754733269763144,0.6544535450713764,79.79374389611168,76.74017172231916,0.9490810757853019,0.0,94262.07942264306,25887685.616250996,67
0.33295619623421274,0.25261485260951894,0.09412678041870302,0.018251047568818436,40.70552334548618,0.3213483492837237,253.2590805879303,291779.8353049497,0.0779242114563663,103037.48990419548,1.4000000000000001,0.10094093135871425,0.6985886934516452,91.32303827511387,69.19118694033364,0.949554254607057,0.0,96836.99427162588,24075705.34647955,66
0.29487007849466457,0.22102915408852886,0.07350923626037965,0.0184660372010635,74.28568417379171,0.008334643607884325,640.5994697959954,72413.8806914456,0.09286709607944194,108646.15053106169,0.8,0.026104947828260908,0.6630592788183101,78.51336841151272,79.41332085658668,0.9498441086756884,0.0,247895.72464014715,25352935.17070294,67
0.3181952356425032,0.09393502594516379,0.02908466875842791,0.09446350089920502,65.15624207778643,0.6016001835950497,591.985275460498,309108.8141100479,0.07973405965736319,103134.91996290417,0.8,0.07795130293301766,0.6937005259016605,82.21715954304757,78.23966767981663,0.9475820433777444,0.0,40829.39117008541,23586719.14596114,66
0.017294834621373663,0.3754631251627736,0.002616433689784664,0.04788625176080943,79.6062345103183,0.6157709398529281,354.6631940764191,274138.3257179797,0.03257390555740752,105826.29014359585,1.0,0.04719688913967143,0.675631560432437,77.80440019970423,77.04595495786145,0.9500494779911866,0.0,221161.56661591114,24983944.91569483,65
0.026235001142583977,0.5796383380159993,0.0621785682397368,0.019688158567850916,27.898328483329358,0.025938364330864123,859.1265652215353,195009.70702063685,0.11783658854251014,106030.65205416648,0.8,0.018140178194521805,0.6378961483983681,82.71349369217694,78.4375722613037,0.948620242193446,0.0,123055.88843523955,26607629.733376432,68
0.11714659692673184,0.5885192726169616,0.13477667890332437,0.0555437232215956,63.60008906117966,0.6966761669705462,412.88593569531747,419851.7797550757,0.12853427458386907,105153.5193806373,1.0,0.02780690367433106,0.6674365683435604,86.22819441715764,78.15141341998077,0.9491619420969764,0.0,133461.49220814407,24999943.562078014,66
0.24059361313855993,0.19782317553840073,0.14673321083203691,0.07779545758537323,86.41469186366814,0.9525552812988072,485.0762455394972,60801.95365654707,0.039399582089958654,119096.09195073319,1.2,0.025501126635719944,0.6367233263550145,83.63806764649854,79.30851191775918,0.9487859555778984,0.0,84972.47958314969,26415811.84630936,67
0.2188476878972868,0.09596441554990673,0.19142153748977042,0.07092379575478071,85.86874294484485,0.2467394348137622,273.2763747788932,300974.1030790702,0.1875527976391518,109341.43519415325,0.8999999999999999,0.023157259602661177,0.6648013702621337,77.7638411184623,77.77034437627357,0.9494347209932168,0.0,180246.598269148,24977088.930954278,65
0.4540381023354505,0.06930970317115087,0.1649201171464757,0.0441468260077081,19.795240015850887,0.7544424981920684,162.566219621682,344719.6257278991,0.06549110337526194,105775.1592472296,0.8999999999999999,0.0378113293115187,0.669730995707131,87.70084794391431,80.00780387282654,0.9486672538085741,0.0,183328.86075559785,25073949.631369125,67
0.48290360903784646,0.44491687712414735,0.045017689484066564,0.003559527327040955,18.547987373894387,0.7348415608621163,177.64645443412152,451140.51800158946,0.18409659218806593,107759.12320101356,0.8999999999999999,0.03990878084879868,0.6617310718142708,87.51575633081819,79.85883727669716,0.9486809415820301,0.0,21197.264879190072,24953342.16624071,65
0.4562805370440491,0.26308148835226985,0.10574907646371903,0.0004831804062174529,33.78952607773568,0.9158311113577202,389.1683851956588,389219.2181096154,0.1606024036723022,105278.62728584529,1.0,0.04812059573776174,0.6801514100382003,83.47293611530922,78.5024225179536,0.9471353911727707,0.0,164571.43860616637,24019506.72800553,67
0.06567013878766721,0.18662657097336077,0.08955863881291098,0.08528247108556446,88.44099919534872,0.5221497597632464,586.8378777205992,251720.06759155585,0.11456363380340742,109428.56459522358,0.8,0.02716760118132605,0.651200262034684,83.78934458692898,80.8127731938481,0.9475492681707613,0.0,178123.2043836685,24794017.663523614,66
0.2479771961289703,0.30324972894411023,0.19260707862522286,0.08324345295454995,10.935935900013185,0.5770266833383236,651.018586011291,249180.9300741245,0.09617130877904957,106208.31842638092,0.8999999999999999,0.0314597445518609,0.660703492186901,86.16137214052105,78.35146368850575,0.9476892414272511,0.0,154502.5878894523,25321128.871541943,65
0.352526510598943,0.06767962920428973,0.050267372401062986,0.0938958655195057,35.355385051748144,0.05995677584023934,38.347416151611284,162981.76244359702,0.04034390036440055,103982.42839337795,0.8999999999999999,0.0420531226448531,0.6678547965650204,87.65106404616346,77.81522592190893,0.9476569120413696,0.0,73878.63248022893,24596335.290879954,65
0.35644596385646093,0.5634697091106375,0.1889311039627841,0.057143753243232204,79.68789815210238,0.5305460107714263,118.46270501616469,242154.41387296323,0.13523359526194495,107829.44292906756,1.0999999999999999,0.022142565328345347,0.6691913855771479,89.10499686549633,80.3300224840749,0.9480922630350412,0.0,149916.86067403638,24923645.29986339,67
0.15676978600910513,0.5179551049325886,0.021778059012243407,0.038525815543227517,83.22893574366748,0.8303834970558714,503.3657222143545,316786.1585928317,0.08268363286474395,106867.00126636575,0.8,0.03884357325984959,0.656842003870008,77.59068770347893,79.7226149384006,0.9493972770848675,0.0,157760.18872267142,25541629.5497044,67
0.3084849428707683,0.16129284189131887,0.16762558257198043,0.0749670784364836,21.652365194703304,0.809129805879994,828.0152488718883,294306.1562790702,0.05810055679221722,107869.53372678043,1.0,0.051616611365230415,0.6893484062231165,87.02343829427029,80.15879066661,0.94846080459481,0.0,109104.28423788,23658571.648021776,66
0.40410920750912144,0.27572786403236255,0.15899245665584544,0.02833681418963384,51.618757886541125,0.7566766774736644,411.25268454225255,269607.42266529973,0.1805012841554604,106996.59570525067,0.8999999999999999,0.023587102858645508,0.644916256917229,87.9036630051861,78.21686072098781,0.9492952195808675,0.0,56193.246634855604,26304204.30371568,66
0.3717375394840772,0.08007582421935946,0.07390361176999773,0.013375448413517703,84.92871084573876,0.19369343136675102,35.641463383684524,144652.60486430957,0.17965017518366502,107422.26143570902,1.2,0.017841811176379976,0.6494485721915533,79.09017689004992,77.01072386408609,0.9502859888315358,0.0,10285.029377525265,25438448.725600075,67
0.13980356533428542,0.5548276115925199,0.023289038064703532,0.09480563471478781,64.58487399834561,0.7297122049948975,301.9721274245836,254774.93709060113,0.05514727111288539,103534.9193183129,1.0999999999999999,0.024529528885038128,0.6575424938775007,88.68055683952521,79.7585405989407,0.9481138244961334,0.0,163742.4778870582,25484129.95902814,66
0.00032234132638714254,0.45545380099444577,0.012197468027351747,0.02806114751287142,61.85121017643245,0.23760044869667987,652.3917509476355,43598.901012976516,0.1741044063984338,106807.04635059835,0.8999999999999999,0.03510380466583224,0.663883370112698,84.33463028816709,79.13839110418974,0.9481409429242531,0.0,227679.14078842205,25013849.476357624,67
0.4368689422484427,0.5118514954356196,0.1920289749795974,0.08772048436123503,9.708838722397239,0.35702283190929696,830.6742715744729,404983.48920809396,0.18548542150924718,103243.84167641879,0.8999999999999999,0.031299620115503905,0.677583559873847,86.53172560116332,79.41807186216377,0.9484782050899436,0.0,191671.96665623455,25241291.11121593,67
0.465075191570688,0.1339701686103365,0.015377920783069272,0.03827320497766379,76.55199744136237,0.3777193208058722,969.1617713613674,191333.09272609968,0.10816158297870625,104277.50784444272,1.0999999999999999,0.039960426906725396,0.6693024300910324,77.30276283188509,77.83763985621688,0.9489039308249676,0.0,62148.43725462613,25390730.062992666,66
0.3890669767783998,0.5230347669012645,0.05661304735937788,0.07264304731014957,69.25696774672392,0.09978171200646853,448.3411427702345,117999.11925344134,0.08510694370321342,106542.71480981295,1.0,0.05934572351857793,0.6921918011093221,94.38262579923423,80.00894503885658,0.9482144717793006,0.0,3985.988301376172,24358984.547453415,66
0.07646923040940096,0.4836727810151599,0.0428529044184896,0.09887937856853225,15.809862833223473,0.35325163191318565,41.14823582725298,216141.10759493161,0.09805300374729908,98145.0959866942,1.2,0.05087783044608617,0.6868717475010656,78.75798243560507,75.32673259101861,0.9486939577053384,0.0,73608.80834422659,23052902.972293317,66
0.0585461031179237,0.5381025925244584,0.03750533505480097,0.06005079714395131,7.751183310217936,0.34378944384029175,351.86688228608966,257357.4550095187,0.07034153070232292,106644.0874748049,1.0,0.09502208468789214,0.6790938040264282,82.71162393163623,77.14563226022483,0.9482165239677149,0.0,237533.6214789312,23836906.534324296,68
0.027175335809543656,0.5824275983912912,0.024742451226811544,0.08001580590550252,7.011859607135003,0.6614305598353242,95.69277320961588,332306.81973760796,0.15319154079346542,104341.11885612753,1.0,0.0520457024179425,0.6626623420046901,79.5819288615573,76.80989519739897,0.9496915136480395,0.0,156591.84679641094,25190989.0666312,66
0.19094460459083576,0.21299043023487696,0.08877864722694913,0.056281771236777814,80.70427853044409,0.9092127390863359,929.364017806096,221185.56428771824,0.10284999802310615,104977.77360925058,1.0,0.034237273420117106,0.669742564824309,80.42578589116098,77.9192258972249,0.9489936457980601,0.0,111676.79101839085,24414582.42266315,69
0.019148868373177794,0.23594782992558466,0.01832740063616139,0.032752651025779116,76.69760411210852,0.5988575346965145,921.1674751485937,333351.73096247093,0.09265055434461618,107593.8160298193,0.8999999999999999,0.0275773423505311,0.6528601688190647,82.45614028054507,78.99797746283248,0.9485547893064195,0.0,80934.17578094627,25880157.385745913,68
0.39647624705128237,0.4194779937165155,0.1604666165784846,0.06218960762670698,29.832776882266934,0.03980177371684025,486.3128500968045,450115.3999189509,0.06640817172776536,100433.76579067166,0.8,0.0425029675640383,0.6826696455011886,88.5988154938074,79.13479989173338,0.9482019570562046,0.0,47760.71325599216,24596290.45318692,66
0.34319797411972636,0.055064626951074405,0.17654300668960177,0.09204420072908438,27.247126124569764,0.3549278639281047,514.9715542596192,40519.5792987599,0.0458148802537626,106075.14169458307,0.8,0.029991795109004692,0.6656528339901482,86.00212768022377,78.32345491834829,0.9483490991237544,0.0,109536.88276266656,25098918.21678774,69
0.17861491050389963,0.5736325240745155,0.12749341467299966,0.03977204631780921,29.738760863415962,0.5371662212628102,557.5348601189422,81179.83842608717,0.1266534430200695,110368.37626177099,1.0,0.030557709806630997,0.6407831395666558,77.02064586860624,77.75142664447394,0.9492224728991401,0.0,1281.9442150112882,26559366.338177104,66
0.08167250443558746,0.5955446431043278,0.08772570266181763,0.028940624705085745,71.3086941524584,0.030167303960923642,895.0381791433998,319358.20601909544,0.134185826084068,111582.96320032931,0.7000000000000001,0.024314705165754624,0.6617044858654062,87.53998221114432,79.08311345027366,0.9490136657231323,0.0,61514.40423456818,25647999.340674147,67
0.07715143951122637,0.5832168951913279,0.10967824326882117,0.027093455544786857,13.392404003024504,0.08742368877163507,190.53021367537943,492941.6434987368,0.15812208074847262,108093.78794546664,1.0,0.03596953254988219,0.6578915898832015,86.20860776245782,78.50866537758665,0.9482049552934328,0.0,102615.32283149683,25306608.21058823,68
0.4811392809316741,0.34144147659523816,0.030554248103783235,0.010780980850354012,58.59662834319386,0.9918310135623529,774.1281203545988,226445.34022856294,0.027616447901636365,108123.7246179256,1.3,0.027324559783404513,0.662617208876635,78.59982436362783,77.13304823796176,0.9488115704747055,0.0,18428.611880797485,25557665.609848782,66
0.07919911582391491,0.1956875815946404,0.05848695035814819,0.024440977032203385,88.64917539932105,0.8654932332923216,578.8198482092834,373486.8517863869,0.18015353371999035,100501.6382609597,0.8999999999999999,0.04345074321888902,0.6871251663661639,86.43380137915904,76.39361541341546,0.9480612051938959,0.0,163320.62121037446,24098549.76622646,67
0.4728287086959072,0.10932205926623306,0.12777102779438648,0.025706802969403753,89.74115259816277,0.4204721532199868,980.4015105669758,399557.68984873604,0.17776016262339098,107913.10447798923,0.8999999999999999,0.02358244924682823,0.6543034176078488,82.76776437799643,79.7283367319935,0.9489856054316257,0.0,171613.56263810527,25927381.13422114,67
0.06306876376430989,0.6270563196937987,0.19915315857363997,0.004782458197617846,50.278163241543105,0.5851627833984193,560.4513571677163,303342.19321495754,0.13386654489666872,110628.58304683983,0.8,0.041565614452071194,0.6619529596056433,88.92290337546541,78.79346518086089,0.9486186961859251,0.0,114070.9358215592,25332389.93714377,65
0.12110163345263847,0.5086849614235152,0.06989178602363592,0.010327161596445589,32.486545203365274,0.90768477670275,239.7044332549156,325622.5950858918,0.19702483838512053,101985.2558839004,1.0,0.030414967178853256,0.6693711128864742,94.0217240545897,78.98820440523312,0.9481037712654696,0.0,240640.83176491244,25011873.512848455,69
0.06961668017722258,0.10792437714958714,0.13977880277389884,0.09001277200263232,25.947348746035402,0.5030412608717509,783.2472810530384,408873.1010859742,0.07171289590559854,105647.22548698763,0.8,0.06142163475246867,0.6834713063363158,94.57641818116277,80.40373614063604,0.9470445405425001,0.0,232105.7745115153,24636282.70867647,66
0.20804880533999617,0.11105782570733955,0.02605978652832369,0.04527258522320177,42.20927331468303,0.8708234840000615,292.6278072697891,56047.94336782917,0.17741827281526332,109873.2342110249,1.2,0.04030417921938664,0.6568604131381471,76.70579912054154,75.20657026591996,0.9485803650833173,0.0,167886.03602666873,25316589.123098254,68
0.1251746004888037,0.1888455691695871,0.01741658076728058,0.03571153717458642,50.67867234345477,0.7961631162089688,432.43741192913694,68691.62335722381,0.188401186136865,105532.47517674771,1.0,0.07214093496488769,0.675490256177516,96.64493668127069,76.79355658962106,0.9474637114536402,0.0,140091.95409400223,24620963.032508153,65
0.040120799975692255,0.07965930987456316,0.10486524136813563,0.016378716093625723,14.52015219581938,0.8986686305277869,492.69974996888243,406811.3680875556,0.050041186640441354,105210.6044883265,0.8,0.02686296110984717,0.6601994747803747,82.22078275799642,75.91153411653188,0.948525172379213,0.0,71265.49846727576,25140419.16696002,66
0.3739710004967955,0.47211100633035064,0.15074279124993334,0.04964464641186156,38.45630528137381,0.39217872354573824,862.6874619213451,487224.5605437152,0.06319782806634852,107052.120780718,1.0,0.023221266305509792,0.651486691055683,90.50408137365379,77.62143580823636,0.9482531745104927,0.0,35624.809321230685,26447943.926599454,66
0.0109483420829856,0.1752728897868227,0.18527940727565625,0.06775228943587452,21.685600496703078,0.3038855361196935,752.3980722927166,56130.76047843116,0.11689115664035826,109606.29709939018,1.0,0.07532721622560308,0.6934086397194605,93.86994426940791,77.47661936012494,0.9491928431242256,0.0,127125.08463376456,23404473.104277514,66
0.40030187921602134,0.4089944237376135,0.03638393948018118,0.02275964357785619,6.67876297451804,0.44299093801961403,36.50962374334231,360222.58839231514,0.12245954756009524,113616.75743876853,1.0,0.02719899391448145,0.6415431877418996,78.23053154908,80.10558936068279,0.9488034241368435,0.0,183143.07110604047,26256533.914071836,69
0.3848447870075589,0.1007184546896778,0.16872278340365243,0.05434584824973644,26.29931620146218,0.4260395904302026,108.77691278804586,499946.58969130856,0.0053534764120289876,110095.24892961304,1.0,0.043328970385856286,0.6613496877590207,78.50770012524309,80.02489549909814,0.9483452511076815,0.0,166143.36651441347,24385684.973613802,67
0.41495764944841984,0.5181390251463598,0.0009161686859597518,0.061965374430715495,31.334407429009882,0.34563293354223934,336.03994564089163,33070.61057039068,0.14608636762066346,108513.25724670412,1.0,0.05615456309954049,0.66800571731188,77.51662691832021,78.36873191246741,0.9492205187464287,0.0,146233.26404548134,25044979.939634833,66
